iter	Logloss
161	0.40430314
162	0.4037889292
163	0.4029969211
164	0.4019218173
165	0.4013294197
166	0.4007642169
167	0.400070591
168	0.3996679709
169	0.3989466582
170	0.3983709212
171	0.3975277737
172	0.3969084057
173	0.3965347364
174	0.3956732392
175	0.395287254
176	0.3945193972
177	0.3937662403
178	0.3930185914
179	0.3923731203
180	0.3918566276
181	0.3910107877
182	0.3904346717
183	0.3898631142
184	0.3889876909
185	0.3883859918
186	0.387658441
187	0.3871095773
188	0.3866929985
189	0.3860055552
190	0.3854310164
191	0.3848505815
192	0.3842015807
193	0.3836819017
194	0.3830973935
195	0.3827259279
196	0.3822291963
197	0.3818127049
198	0.3813381379
199	0.3808627399
200	0.3802743698
201	0.3797151526
202	0.3792542842
203	0.3787525522
204	0.3783154217
205	0.3778141666
206	0.3770760178
207	0.3766515339
208	0.3760002252
209	0.3753741403
210	0.3748944803
211	0.3741600528
212	0.373758271
213	0.3731306816
214	0.3725594777
215	0.3717839789
216	0.3712366126
217	0.3706127939
218	0.3701762817
219	0.3696732054
220	0.3694511113
221	0.3691241866
222	0.368584161
223	0.3680235744
224	0.3674146224
225	0.3669959433
226	0.3664598087
227	0.3660285832
228	0.3656118577
229	0.3653012553
230	0.364838419
231	0.3645750422
232	0.3642266061
233	0.3638032403
234	0.363412638
235	0.3628147523
236	0.3624876035
237	0.3621678466
238	0.3617235797
239	0.3613139913
240	0.3608153389
241	0.3605083052
242	0.3600804988
243	0.359853954
244	0.359482613
245	0.3589941559
246	0.3580868301
247	0.3577168765
248	0.3572694429
249	0.3569882387
250	0.3564913992
251	0.3563153875
252	0.3559500138
253	0.3556725506
254	0.355442951
255	0.3550410059
256	0.3544783962
257	0.3541264034
258	0.3534407076
259	0.3531234961
260	0.3527206177
261	0.3523242553
262	0.3520765601
263	0.351522329
264	0.3511084534
265	0.350760914
266	0.3505623843
267	0.3502284858
268	0.3497636558
269	0.3493754122
270	0.3490791618
271	0.3487020419
272	0.3483143107
273	0.3478933919
274	0.3475017098
275	0.347195744
276	0.346865583
277	0.3464867656
278	0.3462091725
279	0.346060635
280	0.345583007
281	0.3453044365
282	0.3444292372
283	0.3440906668
284	0.3435896218
285	0.343292452
286	0.3429692929
287	0.3423840795
288	0.3419081707
289	0.3417444078
290	0.3413183827
291	0.3410966877
292	0.3405443789
293	0.3400621561
294	0.3397167899
295	0.3393360687
296	0.3390740672
297	0.3385867549
298	0.3383527628
299	0.3381225105
300	0.3377180006
301	0.3373682394
302	0.3369712266
303	0.3365943146
304	0.3361415337
305	0.3357880304
306	0.3355419539
307	0.3353969189
308	0.3350158512
309	0.3347591754
310	0.3344208842
311	0.3340570921
312	0.3337410957
313	0.3335432726
314	0.3331226253
315	0.332652957
316	0.332458583
317	0.3319312869
318	0.3317665839
319	0.3316420516
320	0.3313742493
321	0.3311034382
322	0.3308717797
323	0.3305796566
324	0.3303345188
325	0.3299355862
326	0.3297078997
327	0.3293339021
328	0.3289579847
329	0.3285912555
330	0.3282757666
331	0.3279622815
332	0.3274888316
333	0.3271102585
334	0.3266781807
335	0.3263301983
336	0.3260964772
337	0.3259157438
338	0.3258232089
339	0.3256590562
340	0.3251068859
341	0.3248127893
342	0.3245640931
343	0.3244392441
344	0.3239916406
345	0.3236586231
346	0.3232919273
347	0.3229349459
348	0.3227157994
349	0.3222735993
350	0.321931853
351	0.3216923829
352	0.3214005714
353	0.321256164
354	0.3210801856
355	0.3208611123
356	0.3207409492
357	0.3204410043
358	0.3201385559
359	0.3199546371
360	0.3196739883
361	0.319308598
362	0.3190554971
363	0.3186315853
364	0.3182749944
365	0.3179149956
366	0.3176213035
367	0.3174330007
368	0.3170057701
369	0.3167176675
370	0.3165966071
371	0.3163434195
372	0.3158102368
373	0.3156988853
374	0.3153515398
375	0.3151365495
376	0.3148602455
377	0.3146424875
378	0.3140533458
379	0.3138100185
380	0.3134536654
381	0.3131324772
382	0.3127691292
383	0.3123777219
384	0.3120188558
385	0.311787915
386	0.3117281241
387	0.3114269102
388	0.3111522951
389	0.3107485943
390	0.3104823134
391	0.3102043229
392	0.3100755476
393	0.3096454198
394	0.3094293411
395	0.3091670177
396	0.3089720174
397	0.3087352834
398	0.308302515
399	0.3080729532
400	0.3075861826
401	0.3072950567
402	0.3069260408
403	0.3066623383
404	0.3064004705
405	0.3062175027
406	0.3059133479
407	0.3056401014
408	0.3053706621
409	0.3051701537
410	0.3047998164
411	0.304485135
412	0.3041596539
413	0.3039483845
414	0.303586854
415	0.3034962705
416	0.3032978385
417	0.3029296527
418	0.3026614394
419	0.3025337813
420	0.3023328856
421	0.3020877567
422	0.3018350212
423	0.3016547335
424	0.3013339561
425	0.3012066259
426	0.3010643733
427	0.3008559351
428	0.3007435133
429	0.3005281782
430	0.3002331553
431	0.2999973303
432	0.299834213
433	0.2995772045
434	0.2994191231
435	0.2992120504
436	0.2990371332
437	0.2988313212
438	0.2986685904
439	0.2985371861
440	0.2982801992
441	0.2978097791
442	0.2975568888
443	0.2974696569
444	0.2970999422
445	0.2968185116
446	0.296582106
447	0.296336727
448	0.2962052227
449	0.2958710191
450	0.2957278179
451	0.2954077759
452	0.2950464851
453	0.2943738496
454	0.29402399
455	0.2937386932
456	0.2932645421
457	0.2930212241
458	0.2927047185
459	0.2925781602
460	0.2923454899
461	0.2921114312
462	0.2918371835
463	0.2916645799
464	0.291485763
465	0.2913745828
466	0.2911112437
467	0.2909419046
468	0.290776858
469	0.2905671614
470	0.290286801
471	0.2901459379
472	0.2895721381
473	0.2893068696
474	0.2892238749
475	0.2890793335
476	0.2888605753
477	0.2885724984
478	0.2884058815
479	0.2881226024
480	0.2878577801
481	0.2876443199
482	0.2872678862
483	0.2869225293
484	0.2867175914
485	0.2863829
486	0.2862343374
487	0.2860280406
488	0.2858158725
489	0.2857029498
490	0.2853467533
491	0.2852238233
492	0.2848703046
493	0.2847930009
494	0.2844460254
495	0.2842825635
496	0.2840735887
497	0.2838085985
498	0.2836780418
499	0.283509909
500	0.2833240699
501	0.2831782471
502	0.2829458305
503	0.2824785521
504	0.2823865457
505	0.2821894975
506	0.2817553179
507	0.2815475577
508	0.2813922834
509	0.2812253012
510	0.2811270197
511	0.2809441733
512	0.2806583433
513	0.2804052354
514	0.2802933461
515	0.2802130336
516	0.2800198036
517	0.2797296703
518	0.2792613872
519	0.2791177544
520	0.2787684421
521	0.278523767
522	0.2784354402
523	0.2782082949
524	0.2779862616
525	0.2778576482
526	0.2776799663
527	0.2774046745
528	0.2770704774
529	0.276787852
530	0.2765573108
531	0.2762925787
532	0.2760225495
533	0.2759634185
534	0.2755854217
535	0.2753838243
536	0.2748992951
537	0.2747174142
538	0.2745669129
539	0.2742959282
540	0.2740799024
541	0.273959717
542	0.2737467646
543	0.2736212697
544	0.2734264581
545	0.2731553929
546	0.2730985998
547	0.2727591593
548	0.2725758763
549	0.2723701275
550	0.2720963809
551	0.2717838441
552	0.2716459426
553	0.2714241114
554	0.2710795908
555	0.2708529778
556	0.270705705
557	0.2702598307
558	0.2701429313
559	0.269946615
560	0.2697292985
561	0.2694485154
562	0.2690465532
563	0.268924872
564	0.2686948532
565	0.2685618417
566	0.2683827974
567	0.2679790218
568	0.2678450771
569	0.2676118702
570	0.2673814606
571	0.2672293522
572	0.2669753117
573	0.2668201626
574	0.2663743631
575	0.2663089076
576	0.2661983795
577	0.2657422657
578	0.2655906194
579	0.2652973554
580	0.2651702371
581	0.2649803819
582	0.2648732757
583	0.2645160769
584	0.2643628363
585	0.2640423527
586	0.2639059697
587	0.2635783475
588	0.263325229
589	0.2631535755
590	0.262979944
591	0.2626832499
592	0.2624856278
593	0.2622795762
594	0.2619837399
595	0.2618002024
596	0.2615721036
597	0.2615151998
598	0.2613500199
599	0.2611079779
600	0.2609644747
601	0.2606896738
602	0.2602638865
603	0.259932945
604	0.2597957287
605	0.2595943567
606	0.2593111641
607	0.259116158
608	0.2588429282
609	0.2586167878
610	0.2583813957
611	0.2582859196
612	0.2581228522
613	0.2576821121
614	0.2573665082
615	0.2571712512
616	0.2569122607
617	0.2567420816
618	0.2565467949
619	0.2560903401
620	0.2558847354
621	0.2557081577
622	0.2555673622
623	0.2553103896
624	0.2551517056
625	0.2548729899
626	0.2547001282
627	0.2545592325
628	0.2543064492
629	0.2541924197
630	0.2540412092
631	0.2540272046
632	0.253857419
633	0.2535445073
634	0.2533612843
635	0.2532291235
636	0.2529859786
637	0.2529106793
638	0.252830611
639	0.2527318384
640	0.2526089007
641	0.2523294054
642	0.2521745052
643	0.2520902918
644	0.2518110664
645	0.2517012832
646	0.2513785257
647	0.2510264245
648	0.2509074502
649	0.2507788881
650	0.2505793371
651	0.2504597166
652	0.2502472498
653	0.2501630121
654	0.2500554477
655	0.2499953748
656	0.2497997925
657	0.2496228009
658	0.2493789867
659	0.2490870484
660	0.2489130399
661	0.248782232
662	0.2486344534
663	0.2485112277
664	0.2483456021
665	0.2478811973
666	0.2477719572
667	0.2476856543
668	0.2473702905
669	0.2469242227
670	0.246801457
671	0.2464829609
672	0.2462694222
673	0.2460049183
674	0.2459397315
675	0.245783082
676	0.2456188322
677	0.2453591667
678	0.2450781377
679	0.2449079155
680	0.2447622404
681	0.2446008896
682	0.2444911072
683	0.2442646759
684	0.2439881518
685	0.2438743074
686	0.2436232033
687	0.243254173
688	0.2430422401
689	0.2427874764
690	0.2426080087
691	0.2423994835
692	0.2422838359
693	0.2419745113
694	0.2419342301
695	0.2417487416
696	0.2416766837
697	0.2415790434
698	0.2412939382
699	0.2411212605
700	0.2408446423
701	0.2405587512
702	0.2403313005
703	0.2401491467
704	0.2398918418
705	0.2396047125
706	0.2395006213
707	0.2394055165
708	0.2392351488
709	0.2390019248
710	0.2388456446
711	0.238659383
712	0.2385860845
713	0.2383764126
714	0.2382498498
715	0.2380495862
716	0.2377914408
717	0.2376989647
718	0.2375932875
719	0.2374397729
720	0.237231832
721	0.2370846651
722	0.2367495781
723	0.2363787325
724	0.2362295372
725	0.2361886073
726	0.2360076642
727	0.2358935968
728	0.2357624979
729	0.235665653
730	0.2355082919
731	0.2354345441
732	0.2353152667
733	0.2352290294
734	0.2351001285
735	0.2349967753
736	0.2349104338
737	0.2348057761
738	0.2346428601
739	0.2344061828
740	0.2343250846
741	0.2339286067
742	0.2337558457
743	0.2336823837
744	0.2336135667
745	0.2334585145
746	0.233043856
747	0.2327640491
748	0.23259585
749	0.232388467
750	0.2321621894
751	0.2320128204
752	0.2319446518
753	0.2318011989
754	0.2316775567
755	0.2315502686
756	0.2313964375
757	0.2313402612
758	0.2311581574
759	0.2309643202
760	0.2308683068
761	0.2306518901
762	0.2304512441
763	0.2303584875
764	0.2301186079
765	0.2299519631
766	0.229821102
767	0.2296461292
768	0.2294315131
769	0.2292529888
770	0.2290727879
771	0.2288432841
772	0.2286999623
773	0.228483235
774	0.2283584621
775	0.2282228556
776	0.2281303605
777	0.2279449051
778	0.2277648491
779	0.2276696485
780	0.2274766651
781	0.2272327205
782	0.2270916999
783	0.2269343394
784	0.2266742169
785	0.2264985555
786	0.2263188351
787	0.2261085189
788	0.2258823819
789	0.2256495069
790	0.2253640259
791	0.2253014913
792	0.2251932157
793	0.225060933
794	0.2249378565
795	0.2247418104
796	0.2243590084
797	0.224188027
798	0.2239845615
799	0.2238097713
800	0.2237012803
801	0.2235842735
802	0.2234171232
803	0.2232201987
804	0.22308315
805	0.2229629842
806	0.2227556419
807	0.2225513207
808	0.2224407201
809	0.2223815119
810	0.2221158077
811	0.2218879529
812	0.221719151
813	0.2216215616
814	0.2214471942
815	0.221245946
816	0.2210716174
817	0.2207700247
818	0.2206518555
819	0.2205546907
820	0.2202621136
821	0.220070909
822	0.2199826993
823	0.2198117229
824	0.2196338373
825	0.2193832755
826	0.2191040409
827	0.2188187922
828	0.2186231711
829	0.2184637657
830	0.2183447282
831	0.2181185165
832	0.2179230603
833	0.2177288722
834	0.2174576087
835	0.2173258424
836	0.2171738985
837	0.2169269773
838	0.2166864086
839	0.2164157104
840	0.2163378415
841	0.2162199138
842	0.2158899144
843	0.2158699287
844	0.2157586345
845	0.2155410538
846	0.2153727444
847	0.2151919857
848	0.2148852943
849	0.2148101088
850	0.2146414928
851	0.2144045248
852	0.2143299035
853	0.2141792409
854	0.2141206245
855	0.2139337204
856	0.2136557463
857	0.213469072
858	0.2132436535
859	0.2130465684
860	0.2129277768
861	0.212504955
862	0.2122202515
863	0.2121312368
864	0.212030675
865	0.2118465483
866	0.2117301862
867	0.2114227094
868	0.2113260198
869	0.2111941774
870	0.2110035036
871	0.2107815438
872	0.2104724464
873	0.2102683658
874	0.2101031854
875	0.2099989024
876	0.2099034594
877	0.209717299
878	0.2095485526
879	0.2093829846
880	0.2092829645
881	0.2089712605
882	0.2087958919
883	0.2087118614
884	0.2086136585
885	0.2084851142
886	0.2082518895
887	0.2082281069
888	0.2080445945
889	0.2079331578
890	0.2076840765
891	0.2074360945
892	0.2072690828
893	0.2071862791
894	0.2070481866
895	0.2068719297
896	0.2068009683
897	0.2066288696
898	0.2065123961
899	0.2063746165
900	0.2060329256
901	0.2059133974
902	0.2056669654
903	0.2055800417
904	0.2054934822
905	0.205421569
906	0.2053141471
907	0.2051578185
908	0.2051276739
909	0.2049773064
910	0.2049041286
911	0.2048032462
912	0.2046645734
913	0.2045086896
914	0.20435557
915	0.2042029183
916	0.2041373875
917	0.2039668178
918	0.203822526
919	0.2037350977
920	0.2035561923
921	0.2033158443
922	0.2031272395
923	0.2028653488
924	0.2027729709
925	0.2025641593
926	0.2025182558
927	0.202324179
928	0.2021504986
929	0.2019405294
930	0.2018580681
931	0.2015040106
932	0.2012962906
933	0.2011156474
934	0.2010047945
935	0.2008797379
936	0.2006118795
937	0.2003997394
938	0.200299437
939	0.2001781297
940	0.2001107679
941	0.1998028983
942	0.1996729908
943	0.1996000718
944	0.1995043453
945	0.1993790723
946	0.1993066621
947	0.1991825463
948	0.199147709
949	0.1989893725
950	0.1989475813
951	0.1988570943
952	0.1987463227
953	0.1985913739
954	0.1984601215
955	0.1983558474
956	0.1981886941
957	0.1979754843
958	0.1978121999
959	0.1976790666
960	0.197633149
961	0.1974878017
962	0.1973825054
963	0.1973229565
964	0.197056458
965	0.196976439
966	0.1967186257
967	0.1965648526
968	0.1964460388
969	0.1962676335
970	0.196134687
971	0.1960022746
972	0.1958285863
973	0.1956879809
974	0.195527285
975	0.195471768
976	0.1954058118
977	0.1953148507
978	0.1951337339
979	0.1950428618
980	0.1950004263
981	0.1948225763
982	0.1946439512
983	0.1945826234
984	0.1944658539
985	0.1943314577
986	0.1941698886
987	0.1939214408
988	0.1937599559
989	0.1936542835
990	0.1935241772
991	0.1933721767
992	0.1932137057
993	0.1931190195
994	0.193002441
995	0.1929036062
996	0.1927198674
997	0.1927060337
998	0.192644832
999	0.1925922016
